# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "8" "-a" "RNA_seq_workflow/annotation/Hordeum_vulgare.MorexV3_pseudomolecules_assembly.60.chr.gff3" "-o" "RNA_seq_workflow/output/4_final_counts/gene_counts.txt" "-t" "gene" "-g" "gene_id" "-p" "RNA_seq_workflow/output/3_aligned_sequences/aligned_bam/SRR8437484.sorted.bam" "RNA_seq_workflow/output/3_aligned_sequences/aligned_bam/SRR8437485.sorted.bam" "RNA_seq_workflow/output/3_aligned_sequences/aligned_bam/SRR8437482.sorted.bam" "RNA_seq_workflow/output/3_aligned_sequences/aligned_bam/SRR8437483.sorted.bam" "RNA_seq_workflow/output/3_aligned_sequences/aligned_bam/SRR8437480.sorted.bam" "RNA_seq_workflow/output/3_aligned_sequences/aligned_bam/SRR8437481.sorted.bam" "RNA_seq_workflow/output/3_aligned_sequences/aligned_bam/SRR8437478.sorted.bam" "RNA_seq_workflow/output/3_aligned_sequences/aligned_bam/SRR8437479.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	RNA_seq_workflow/output/3_aligned_sequences/aligned_bam/SRR8437484.sorted.bam	RNA_seq_workflow/output/3_aligned_sequences/aligned_bam/SRR8437485.sorted.bam	RNA_seq_workflow/output/3_aligned_sequences/aligned_bam/SRR8437482.sorted.bam	RNA_seq_workflow/output/3_aligned_sequences/aligned_bam/SRR8437483.sorted.bam	RNA_seq_workflow/output/3_aligned_sequences/aligned_bam/SRR8437480.sorted.bam	RNA_seq_workflow/output/3_aligned_sequences/aligned_bam/SRR8437481.sorted.bam	RNA_seq_workflow/output/3_aligned_sequences/aligned_bam/SRR8437478.sorted.bam	RNA_seq_workflow/output/3_aligned_sequences/aligned_bam/SRR8437479.sorted.bam
HORVU.MOREX.r3.7HG0694750	7H	317776330	317776836	-	507	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0694780	7H	318185874	318186683	-	810	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0694820	7H	318203312	318245604	+	42293	945	811	876	455	680	679	871	785
HORVU.MOREX.r3.7HG0694880	7H	319341779	319343269	+	1491	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0694910	7H	319784276	319784983	-	708	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0694980	7H	321209706	321232927	+	23222	4080	3192	3436	2198	2480	3841	3122	3360
HORVU.MOREX.r3.7HG0694990	7H	321251308	321251955	-	648	2	0	0	0	1	0	2	2
HORVU.MOREX.r3.7HG0695000	7H	323044408	323045345	-	938	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0695010	7H	323335913	323337912	+	2000	377	277	324	304	211	331	210	308
HORVU.MOREX.r3.7HG0695050	7H	323631771	323633624	-	1854	48	35	6	28	17	30	16	29
HORVU.MOREX.r3.7HG0695170	7H	325970790	325984540	-	13751	1550	1079	1436	769	942	1208	1121	1265
HORVU.MOREX.r3.7HG0695240	7H	327105093	327119020	+	13928	5022	3378	4196	2207	2865	3955	3685	3695
HORVU.MOREX.r3.7HG0695270	7H	327590305	327591078	+	774	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0695340	7H	329584237	329584944	+	708	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0695390	7H	330347695	330348003	-	309	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0695440	7H	331279239	331279943	+	705	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0695480	7H	331779016	331808134	-	29119	842	636	724	630	687	562	594	794
HORVU.MOREX.r3.7HG0695490	7H	331810520	331810744	-	225	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0695500	7H	332386042	332389870	-	3829	2180	2181	1571	1408	1572	2487	1574	1750
HORVU.MOREX.r3.7HG0695630	7H	333678497	333679307	-	811	52	20	31	19	12	20	21	37
HORVU.MOREX.r3.7HG0695720	7H	334830765	334844797	+	14033	4690	3712	3607	2822	3342	3496	3984	4353
HORVU.MOREX.r3.7HG0695740	7H	335013804	335015661	+	1858	9	18	13	4	6	4	8	4
HORVU.MOREX.r3.7HG0695830	7H	335288954	335290998	+	2045	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0695840	7H	335299728	335300069	-	342	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0695850	7H	335300816	335301166	-	351	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0695920	7H	336829883	336833168	-	3286	14087	15924	25910	15031	17312	15788	19966	21558
HORVU.MOREX.r3.7HG0695980	7H	339429616	339429855	-	240	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0696030	7H	340000810	340025362	+	24553	1025	762	830	662	685	822	763	854
HORVU.MOREX.r3.7HG0696090	7H	340193458	340193733	+	276	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0696100	7H	340199105	340200282	-	1178	462	421	464	470	376	477	377	543
HORVU.MOREX.r3.7HG0696140	7H	341407689	341408332	+	644	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0696150	7H	341409275	341409862	-	588	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0696190	7H	342302219	342310297	-	8079	7026	5822	8481	6275	6056	6493	6567	7270
HORVU.MOREX.r3.7HG0696220	7H	343076038	343082471	-	6434	353	253	342	269	238	259	247	285
HORVU.MOREX.r3.7HG0696340	7H	344680272	344685120	+	4849	2191	1624	2006	1945	1551	1767	1808	2027
HORVU.MOREX.r3.7HG0696450	7H	345796239	345799695	+	3457	3180	2668	3415	2682	3030	3508	2819	3796
HORVU.MOREX.r3.7HG0696470	7H	345983524	345983996	+	473	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0696510	7H	346580271	346612449	+	32179	5907	7253	11260	5994	6750	6126	7335	7462
HORVU.MOREX.r3.7HG0696530	7H	347327829	347329472	+	1644	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0696550	7H	347950572	347952309	+	1738	0	0	6	0	0	2	2	0
HORVU.MOREX.r3.7HG0696560	7H	348436677	348437614	+	938	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0696580	7H	348534936	348535226	-	291	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0696660	7H	348933868	349004364	+	70497	78	38	93	71	43	67	93	123
HORVU.MOREX.r3.7HG0696680	7H	349145106	349168031	-	22926	629	471	431	358	341	584	352	480
HORVU.MOREX.r3.7HG0696720	7H	349698513	349699286	+	774	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0696770	7H	350202701	350216950	-	14250	1484	1386	1221	1116	1240	1509	990	1475
HORVU.MOREX.r3.7HG0696810	7H	350856900	350857942	+	1043	0	0	1	0	0	0	0	0
HORVU.MOREX.r3.7HG0696820	7H	351110195	351110968	+	774	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0696890	7H	351780929	351781495	-	567	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0696930	7H	351891542	351896398	-	4857	4869	4090	2770	2739	2721	5949	3050	4366
HORVU.MOREX.r3.7HG0696950	7H	352644481	352644891	-	411	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0696960	7H	352841739	352912239	+	70501	2545	2942	4106	2838	2629	2687	2799	3374
HORVU.MOREX.r3.7HG0697090	7H	352917152	352919275	-	2124	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0697110	7H	352953310	352953972	-	663	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0697160	7H	353283029	353283522	-	494	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0697170	7H	353580409	353581182	+	774	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0697320	7H	354774598	354793096	+	18499	128	70	138	92	104	93	131	120
HORVU.MOREX.r3.7HG0697350	7H	355186024	355187938	-	1915	0	0	7	0	4	2	0	0
HORVU.MOREX.r3.7HG0697360	7H	355578053	355578826	+	774	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0697400	7H	355716939	355717339	-	401	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0697420	7H	355723932	355728222	+	4291	2084	1805	1913	1732	1625	2183	1645	1936
HORVU.MOREX.r3.7HG0697480	7H	356279746	356334777	-	55032	4659	4335	6909	3324	4083	4920	4866	4960
HORVU.MOREX.r3.7HG0697550	7H	357059643	357062959	+	3317	12220	9051	9574	8232	8302	11253	8001	10801
HORVU.MOREX.r3.7HG0697570	7H	357149932	357152565	-	2634	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0697600	7H	357332315	357334357	-	2043	1	0	1	0	0	0	0	0
HORVU.MOREX.r3.7HG0697740	7H	357824936	357826118	+	1183	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0697780	7H	359317300	359318205	+	906	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0697810	7H	359800981	359807342	+	6362	8040	7164	4463	5398	5823	7112	5368	7092
HORVU.MOREX.r3.7HG0697860	7H	360491555	360504285	-	12731	6490	4949	13105	6820	4301	5690	7150	6823
HORVU.MOREX.r3.7HG0697890	7H	361795558	361821072	-	25515	2461	1702	2507	1373	1576	2073	1863	2116
HORVU.MOREX.r3.7HG0697900	7H	362210649	362214959	+	4311	11737	13329	28841	12543	13542	14564	17354	16870
HORVU.MOREX.r3.7HG0697920	7H	362455881	362456453	+	573	31	10	11	24	13	9	12	11
HORVU.MOREX.r3.7HG0697940	7H	362460329	362460607	+	279	38	22	28	18	22	12	28	27
HORVU.MOREX.r3.7HG0698000	7H	363788944	363797975	+	9032	1054	769	796	597	568	859	586	743
HORVU.MOREX.r3.7HG0698010	7H	364018930	364019514	+	585	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0698100	7H	366427389	366428327	-	939	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0698110	7H	366737825	366743758	-	5934	26	16	157	31	178	20	64	21
HORVU.MOREX.r3.7HG0698170	7H	366980581	366981435	-	855	2	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0698220	7H	367146178	367161741	-	15564	9	12	9	15	38	20	13	12
HORVU.MOREX.r3.7HG0698250	7H	367882655	367885544	+	2890	1683	1796	1486	1572	1651	1700	1459	1860
HORVU.MOREX.r3.7HG0698260	7H	367886297	367890256	+	3960	301	297	186	225	239	176	267	313
HORVU.MOREX.r3.7HG0698270	7H	367930444	367934809	-	4366	296	235	336	200	232	217	211	299
HORVU.MOREX.r3.7HG0698330	7H	368484136	368485298	+	1163	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0698380	7H	368626223	368629736	+	3514	527	427	494	373	318	543	436	488
HORVU.MOREX.r3.7HG0698390	7H	368630895	368631320	+	426	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0698400	7H	368865203	368873926	-	8724	908	550	582	531	578	585	604	724
HORVU.MOREX.r3.7HG0698420	7H	369143000	369153610	+	10611	1491	1778	1301	1063	1529	2049	1291	1611
HORVU.MOREX.r3.7HG0698430	7H	369519304	369520422	-	1119	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0698480	7H	369553347	369564411	-	11065	639	496	469	434	496	590	485	613
HORVU.MOREX.r3.7HG0698540	7H	370025556	370029035	-	3480	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0698550	7H	370541899	370547744	-	5846	453	366	458	391	412	492	386	469
HORVU.MOREX.r3.7HG0698570	7H	371062911	371066111	-	3201	1016	670	824	521	590	951	660	867
HORVU.MOREX.r3.7HG0698600	7H	371903860	371905275	+	1416	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0698870	7H	372822225	372825535	-	3311	2670	2356	2274	2104	1894	2880	1963	2528
HORVU.MOREX.r3.7HG0698910	7H	373204045	373210382	-	6338	852	972	628	827	995	1016	799	1065
HORVU.MOREX.r3.7HG0698920	7H	373439710	373448575	-	8866	837	1077	869	730	906	1136	909	984
HORVU.MOREX.r3.7HG0698940	7H	373667643	373669151	-	1509	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0698950	7H	373669203	373669601	-	399	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0698960	7H	373671860	373675961	-	4102	2257	2102	1654	1617	1648	2354	1432	1954
HORVU.MOREX.r3.7HG0698990	7H	374171068	374174855	+	3788	1202	876	1021	841	799	928	1055	1034
HORVU.MOREX.r3.7HG0699010	7H	374177271	374192102	-	14832	18037	9665	22307	13254	12148	11918	14654	16828
HORVU.MOREX.r3.7HG0699040	7H	374375705	374376378	-	674	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0699070	7H	374387920	374388435	-	516	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0699080	7H	374388499	374388891	-	393	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0699160	7H	374918576	374921654	+	3079	289	206	289	297	195	217	307	327
HORVU.MOREX.r3.7HG0699170	7H	375058400	375058690	+	291	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0699180	7H	375061267	375061778	-	512	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0699210	7H	375142978	375143517	+	540	2	5	9	0	3	0	1	2
HORVU.MOREX.r3.7HG0699240	7H	375146137	375147336	+	1200	4	6	13	1	3	0	9	7
HORVU.MOREX.r3.7HG0699250	7H	375152786	375160392	-	7607	1030	849	787	679	731	805	823	890
HORVU.MOREX.r3.7HG0699290	7H	375797483	375798717	+	1235	719	603	694	586	598	634	560	651
HORVU.MOREX.r3.7HG0699300	7H	376034186	376034959	-	774	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0699350	7H	376490122	376493424	+	3303	552	354	463	376	331	495	509	473
HORVU.MOREX.r3.7HG0699360	7H	376517548	376517994	-	447	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0699410	7H	376698185	376698442	-	258	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0699510	7H	376874722	376875288	-	567	0	0	2	0	0	0	2	0
HORVU.MOREX.r3.7HG0699630	7H	377740545	377742111	+	1567	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0699670	7H	378500007	378506820	+	6814	1792	1685	1280	1279	1380	1554	1453	1574
HORVU.MOREX.r3.7HG0699680	7H	378692426	378695989	-	3564	2966	5342	4585	5378	3100	5303	2293	2892
HORVU.MOREX.r3.7HG0699700	7H	379127465	379127845	+	381	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0699790	7H	380245058	380245634	+	577	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0699810	7H	380581211	380584668	-	3458	132	177	69	77	165	165	86	161
HORVU.MOREX.r3.7HG0699820	7H	380600617	380602296	+	1680	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0699880	7H	381127271	381132011	+	4741	580	709	630	568	611	737	572	655
HORVU.MOREX.r3.7HG0699900	7H	381625549	381626487	+	939	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0699910	7H	381975276	381980227	+	4952	1101	1041	823	768	842	1467	842	1135
HORVU.MOREX.r3.7HG0699930	7H	382441354	382442010	+	657	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0699970	7H	383090933	383092226	+	1294	2	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0700030	7H	383903689	383909825	-	6137	3767	7202	5519	4549	7186	7020	5477	7637
HORVU.MOREX.r3.7HG0700100	7H	384409082	384409834	+	753	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0700120	7H	384420743	384421033	-	291	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0700200	7H	385403790	385410011	-	6222	514	440	557	335	449	464	505	466
HORVU.MOREX.r3.7HG0700210	7H	385736900	385737223	-	324	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0700240	7H	386005667	386006090	-	424	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0700250	7H	386036453	386043273	-	6821	4125	3285	3890	2450	2751	4040	3419	3750
HORVU.MOREX.r3.7HG0700270	7H	386496045	386502645	+	6601	1586	947	956	1181	757	903	952	1242
HORVU.MOREX.r3.7HG0700280	7H	386504886	386509432	+	4547	2	0	2	0	0	3	0	0
HORVU.MOREX.r3.7HG0700290	7H	386510469	386514476	-	4008	531	449	490	352	362	620	657	627
HORVU.MOREX.r3.7HG0700300	7H	386684955	386686126	+	1172	0	4	2	0	3	8	2	6
HORVU.MOREX.r3.7HG0700320	7H	386797801	386799621	-	1821	14	9	2	2	2	5	12	4
HORVU.MOREX.r3.7HG0700330	7H	386800437	386803050	-	2614	18	15	16	8	8	6	6	14
HORVU.MOREX.r3.7HG0700360	7H	387384758	387394190	-	9433	401	282	433	262	307	380	449	377
HORVU.MOREX.r3.7HG0700370	7H	387532351	387533297	+	947	0	0	2	0	0	0	0	0
HORVU.MOREX.r3.7HG0700400	7H	387808415	387812128	-	3714	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0700410	7H	388022073	388022846	-	774	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0700420	7H	388069098	388069871	-	774	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0700440	7H	388111424	388116199	-	4776	41	32	50	16	22	39	30	38
HORVU.MOREX.r3.7HG0700460	7H	388121452	388128265	-	6814	213	189	247	146	77	125	204	174
HORVU.MOREX.r3.7HG0700480	7H	388341350	388356362	+	15013	505	505	400	243	365	591	472	493
HORVU.MOREX.r3.7HG0700490	7H	389000910	389005113	+	4204	1321	973	1045	1030	1138	1425	1122	1304
HORVU.MOREX.r3.7HG0700500	7H	389006107	389010341	-	4235	1088	929	1360	994	994	1353	1076	1260
HORVU.MOREX.r3.7HG0700570	7H	389214549	389221148	+	6600	617	451	479	455	378	379	475	574
HORVU.MOREX.r3.7HG0700600	7H	389309558	389315221	+	5664	435	270	369	352	232	306	287	342
HORVU.MOREX.r3.7HG0700630	7H	389396776	389397483	+	708	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0700690	7H	389964268	389965356	+	1089	2	2	1	4	0	1	0	0
HORVU.MOREX.r3.7HG0700750	7H	390352998	390358513	-	5516	969	785	767	658	711	916	751	757
HORVU.MOREX.r3.7HG0700760	7H	390707757	390720119	-	12363	8223	7116	10608	6722	8277	7512	9253	10819
HORVU.MOREX.r3.7HG0700790	7H	391453311	391455895	+	2585	649	457	561	585	493	492	546	612
HORVU.MOREX.r3.7HG0700810	7H	391626776	391627165	+	390	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0700830	7H	391687650	391688039	+	390	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0700840	7H	391725278	391726377	+	1100	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0700930	7H	392449908	392453354	+	3447	4	4	0	0	4	6	0	0
HORVU.MOREX.r3.7HG0700940	7H	392577253	392577748	-	496	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0700950	7H	392689972	392690457	+	486	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0700970	7H	392782988	392783392	+	405	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0701020	7H	392840698	392841605	+	908	481	360	338	491	363	416	410	489
HORVU.MOREX.r3.7HG0701030	7H	392843940	392844411	-	472	656	705	517	533	531	655	441	644
HORVU.MOREX.r3.7HG0701060	7H	393067476	393068165	+	690	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0701080	7H	393617557	393619314	+	1758	0	4	40	7	55	7	33	11
HORVU.MOREX.r3.7HG0701110	7H	393831989	393833075	+	1087	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0701130	7H	394090540	394095752	-	5213	382	356	300	317	405	359	290	377
HORVU.MOREX.r3.7HG0701140	7H	394290381	394295555	-	5175	1910	1963	1612	1288	1544	2451	1528	2056
HORVU.MOREX.r3.7HG0701150	7H	394552043	394554520	-	2478	163	117	92	211	168	148	127	231
HORVU.MOREX.r3.7HG0701210	7H	395040567	395042965	+	2399	75	18	122	55	26	52	34	34
HORVU.MOREX.r3.7HG0701240	7H	395316354	395317058	+	705	429	307	265	335	285	308	396	408
HORVU.MOREX.r3.7HG0701250	7H	395979484	395993743	+	14260	2495	2341	3160	2044	2132	2703	2529	2728
HORVU.MOREX.r3.7HG0701260	7H	396172682	396175071	+	2390	19969	7394	12528	16660	7338	6675	11600	13422
HORVU.MOREX.r3.7HG0701270	7H	396176271	396178941	-	2671	432	137	407	295	178	151	291	286
HORVU.MOREX.r3.7HG0701280	7H	396381834	396385322	-	3489	21	12	20	17	20	14	17	32
HORVU.MOREX.r3.7HG0701290	7H	396459358	396460062	-	705	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0701300	7H	396662956	396668996	+	6041	408	336	314	289	266	384	265	403
HORVU.MOREX.r3.7HG0701320	7H	397057677	397072064	+	14388	1525	1358	1558	1261	1410	1516	1462	1510
HORVU.MOREX.r3.7HG0701360	7H	397152119	397152955	-	837	2	0	16	11	8	6	0	5
HORVU.MOREX.r3.7HG0701390	7H	397289272	397320927	+	31656	1579	898	1438	917	840	1087	1210	1289
HORVU.MOREX.r3.7HG0701420	7H	397487765	397490533	-	2769	760	487	633	634	544	650	567	782
HORVU.MOREX.r3.7HG0701430	7H	397595480	397596115	-	636	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0701460	7H	398296438	398303973	+	7536	1098	813	1013	933	737	843	919	1038
HORVU.MOREX.r3.7HG0701470	7H	398518956	398519450	-	495	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0701540	7H	399189637	399190410	-	774	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0701550	7H	399201181	399201906	-	726	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0701560	7H	399216427	399220069	-	3643	187	120	240	134	220	141	178	206
HORVU.MOREX.r3.7HG0701580	7H	399419833	399423353	+	3521	381	270	336	312	246	325	236	347
HORVU.MOREX.r3.7HG0701610	7H	399655146	399655697	-	552	20	24	48	39	27	27	26	41
HORVU.MOREX.r3.7HG0701620	7H	399771732	399772402	-	671	50	24	82	40	31	40	52	62
HORVU.MOREX.r3.7HG0701630	7H	399773013	399778738	+	5726	370	874	263	286	858	1017	373	554
HORVU.MOREX.r3.7HG0701640	7H	399780457	399782729	-	2273	4302	5214	3881	4216	5756	5203	4095	4830
HORVU.MOREX.r3.7HG0701650	7H	399783477	399784532	+	1056	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0701760	7H	400620908	400622378	+	1471	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0701900	7H	401291990	401294913	+	2924	6	2	2	4	27	12	2	6
HORVU.MOREX.r3.7HG0701910	7H	401389313	401401215	+	11903	609	562	380	462	460	511	412	529
HORVU.MOREX.r3.7HG0701930	7H	401539097	401540141	+	1045	3148	2325	5237	3144	2543	2692	3056	2966
HORVU.MOREX.r3.7HG0701970	7H	402022136	402026926	+	4791	8	12	8	10	3	6	8	14
HORVU.MOREX.r3.7HG0701980	7H	402027516	402028748	-	1233	54	58	66	37	35	57	46	42
HORVU.MOREX.r3.7HG0702000	7H	402038028	402040182	-	2155	197	107	153	127	137	133	90	115
HORVU.MOREX.r3.7HG0702010	7H	402393931	402398482	+	4552	1557	1902	1900	1322	1476	2098	1644	1770
HORVU.MOREX.r3.7HG0702050	7H	402468938	402469459	-	522	0	0	0	0	0	1	0	0
HORVU.MOREX.r3.7HG0702070	7H	402572023	402572832	-	810	0	8	0	0	0	4	0	0
HORVU.MOREX.r3.7HG0702090	7H	402579763	402580549	-	787	4	20	48	21	22	6	19	19
HORVU.MOREX.r3.7HG0702100	7H	402634245	402637478	-	3234	898	796	1235	797	862	1042	1282	1163
HORVU.MOREX.r3.7HG0702190	7H	403282018	403286265	-	4248	710	489	632	601	582	546	624	769
HORVU.MOREX.r3.7HG0702200	7H	403692327	403697280	+	4954	529	400	694	480	350	501	505	603
HORVU.MOREX.r3.7HG0702220	7H	403716135	403716410	-	276	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0702290	7H	404083854	404086973	-	3120	4312	7229	4116	3333	6065	6966	3788	5072
HORVU.MOREX.r3.7HG0702350	7H	404426454	404427157	-	704	2	0	3	7	3	4	5	2
HORVU.MOREX.r3.7HG0702360	7H	404470026	404473282	-	3257	185	212	170	153	233	249	199	279
HORVU.MOREX.r3.7HG0702380	7H	404613523	404619112	+	5590	159	94	94	69	82	198	94	147
HORVU.MOREX.r3.7HG0702390	7H	404641048	404641821	+	774	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0702400	7H	404842808	404846950	+	4143	957	857	516	630	679	949	599	768
HORVU.MOREX.r3.7HG0702430	7H	404892789	404893094	+	306	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0702450	7H	404897325	404899409	-	2085	16	13	18	6	4	15	3	10
HORVU.MOREX.r3.7HG0702490	7H	405372320	405372772	-	453	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0702500	7H	405373476	405378414	-	4939	214	167	181	157	138	256	154	196
HORVU.MOREX.r3.7HG0702510	7H	405891053	405892961	+	1909	8	9	2	2	13	15	5	18
HORVU.MOREX.r3.7HG0702520	7H	406310455	406316298	+	5844	1287	1551	1448	1097	1186	1660	1143	1549
HORVU.MOREX.r3.7HG0702530	7H	406317967	406331434	-	13468	482	375	416	359	336	365	391	474
HORVU.MOREX.r3.7HG0702540	7H	406723656	406724267	+	612	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0702610	7H	407369723	407374638	+	4916	31	60	22	12	46	19	35	47
HORVU.MOREX.r3.7HG0702620	7H	407749531	407750365	-	835	0	0	2	0	2	2	0	2
HORVU.MOREX.r3.7HG0702630	7H	407758680	407762893	+	4214	1198	1024	812	878	998	1218	973	1180
HORVU.MOREX.r3.7HG0702660	7H	407981858	407985453	+	3596	459	400	1001	396	343	519	590	446
HORVU.MOREX.r3.7HG0702670	7H	408014581	408019188	-	4608	1704	1261	1410	1281	1278	1429	1399	1612
HORVU.MOREX.r3.7HG0702770	7H	408606340	408610366	+	4027	18	10	20	8	18	24	22	16
HORVU.MOREX.r3.7HG0702790	7H	408849516	408850223	+	708	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0702800	7H	409019687	409020180	-	494	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0702830	7H	409454763	409456813	+	2051	443	505	824	511	471	662	330	543
HORVU.MOREX.r3.7HG0702840	7H	409569859	409572898	+	3040	0	0	4	2	4	1	2	2
HORVU.MOREX.r3.7HG0702850	7H	409573331	409577140	-	3810	39	23	53	38	44	32	41	71
HORVU.MOREX.r3.7HG0702990	7H	410334433	410340392	-	5960	953	744	805	721	691	846	676	860
HORVU.MOREX.r3.7HG0703000	7H	410466411	410472064	-	5654	1254	922	1000	891	995	1213	953	1121
HORVU.MOREX.r3.7HG0703080	7H	411055469	411057503	+	2035	4	0	2	2	2	0	0	2
HORVU.MOREX.r3.7HG0703110	7H	411225313	411230479	+	5167	344	304	279	320	284	311	326	306
HORVU.MOREX.r3.7HG0703120	7H	411376745	411377548	+	804	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0703140	7H	411904168	411905139	-	972	0	2	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0703150	7H	412002277	412003372	-	1096	13	13	0	5	6	14	4	6
HORVU.MOREX.r3.7HG0703160	7H	412099064	412099651	+	588	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.7HG0703170	7H	412103776	412105822	-	2047	198	162	143	156	122	272	152	191
